,key_0,Unnamed: 0,speed,degree,closeness,betweenness,vector
0,0,0,18.663869623655906,9.113278046113189e-05,0.009143042834318282,0.00045558084668436864,9.259314405300782e-29
1,1,1,31.384090053763448,9.113278046113189e-05,0.013311230843042598,0.0014494265376734314,2.482133631353301e-12
2,2,2,21.989819892473122,0.0001366991706916978,0.0094792912085254,0.00035215085093497615,2.0610540544833603e-19
3,3,3,22.780450268817173,0.00018226556092226372,0.015879815283001666,9.286688883959496e-05,1.8634324844189906e-07
4,4,4,20.012649193548405,0.0001366991706916978,0.01554471673709695,5.9423191258779136e-05,5.190714091919908e-08
5,5,5,38.259268817204315,0.00018226556092226372,0.01577064228754079,7.304369338730668e-05,7.167160972047581e-08
6,6,6,30.57392876344089,0.0001366991706916978,0.014610309635241563,0.009458282059822576,1.2536168975924497e-12
7,7,7,14.397764784946244,0.0002733983413833956,0.01334212026997944,0.00044405373034265,6.433671208945195e-09
8,8,8,39.775517473118285,0.00022783195115282968,0.013258924822391669,9.915668726353202e-05,6.018374652062667e-09
9,9,9,23.223366935483842,0.0001366991706916978,0.010137160689655807,0.0005321805994568799,2.0860905873112746e-14
10,10,10,11.74129704301075,0.00022783195115282968,0.016951037716174778,0.0011150394648843066,1.175362132330282e-06
11,11,11,7.8670134408602115,0.00022783195115282968,0.01695739017219331,0.001729083854281123,1.1715399790987657e-06
12,12,12,15.662827956989224,0.0002733983413833956,0.012333447042777043,0.009730105161208957,2.1136157872794058e-07
13,13,13,18.07315322580646,0.0002733983413833956,0.01238666534217133,0.01965404928140216,2.653761343774283e-07
14,14,14,18.482086021505374,0.00018226556092226372,0.01384598689722702,0.0001417694721615406,2.5515281834239665e-11
15,15,15,28.588290322580637,0.0001366991706916978,0.012151528104769141,0.0001493821657039693,7.223490070897901e-16
16,16,16,33.055185483870986,0.0001366991706916978,0.012281811211783731,0.01297303029238592,3.713267754299764e-13
17,17,17,46.81992473118279,0.00018226556092226372,0.012282697939992421,0.0028307768997247787,2.2529548497000742e-13
18,18,18,46.744826612903225,9.113278046113189e-05,0.012043181164653432,0.0006901179240244326,2.0586891827097017e-24
19,19,19,29.5542930107527,9.113278046113189e-05,0.009591477195002085,0.00015398983393747815,4.511840156742096e-16
20,20,20,21.663927419354838,9.113278046113189e-05,0.00939946394016825,0.0014472860278727806,2.152952439240613e-10
21,21,21,50.27958736559139,0.0001366991706916978,0.012906420511951936,0.00026496417962946307,1.298769984661156e-16
22,22,22,21.466875000000005,0.00018226556092226372,0.012537777295345607,0.0006721741735467532,3.4536395631045326e-10
23,23,23,21.481547043010725,0.0001366991706916978,0.010772311830595994,0.0009290599662770832,2.1901447504694158e-08
24,24,24,21.809479838709674,0.0003189647316139616,0.012790274123094587,0.023742592510437463,0.0047353934284312185
25,25,25,23.50318951612903,0.0003189647316139616,0.012732541779921851,0.00012307172375096808,0.004561647107371839
26,26,26,18.548510752688173,0.0003645311218445275,0.012732852046301492,2.917442864528449e-05,0.005401479811377163
27,27,27,15.727930107526882,0.0002733983413833956,0.012831291840851288,0.010922335942530592,0.00433155374446474
28,28,28,17.351217741935486,0.0001366991706916978,0.011574772418012469,8.148808516197577e-05,9.138458187245046e-15
29,29,29,29.066737903225818,0.0002733983413833956,0.016737531317091027,0.0016900057081733625,4.1154311709472884e-10
30,30,30,26.708306451612877,0.00018226556092226372,0.016739663376093998,0.003673958876858929,1.4037382112262255e-10
31,31,31,44.89618145161293,0.0001366991706916978,0.012083770383034487,0.0001632324644791249,7.066359919758678e-18
32,32,32,22.334431451612893,9.113278046113189e-05,0.014968179148902213,0.0004076030721618201,1.4563455957234843e-14
33,33,33,29.62320564516132,0.00018226556092226372,0.014640251151086912,0.0064225889358466605,9.487361427000675e-13
34,34,34,16.841330645161296,0.0002733983413833956,0.015347625894450632,0.0016457413109958186,8.493070171506447e-05
35,35,35,16.403413978494633,0.0002733983413833956,0.015436731627644591,0.000545252917949823,7.417707541523867e-05
36,36,36,19.30245967741936,0.0001366991706916978,0.014072540335276062,9.984773539037199e-05,2.697755882799751e-11
37,37,37,25.628545698924736,9.113278046113189e-05,0.015371049112974341,2.8774967370235304e-05,2.1556385619611435e-08
38,38,38,22.21860752688172,0.0001366991706916978,0.013774542140520915,0.0046327695109425904,4.595136124013186e-09
39,39,39,43.45536021505371,9.113278046113189e-05,0.016545324735735445,0.013503262297847063,4.187003224451992e-10
40,40,40,32.44282392473118,0.0002733983413833956,0.013824757061990295,0.0025667388774406317,3.0191912139905134e-05
41,41,41,23.366595430107537,0.0002733983413833956,0.013690862007764351,0.0033335766262028964,4.549486223116959e-05
42,42,42,24.96981989247309,0.0001366991706916978,0.01129973174335923,0.012892522556380182,2.961446440427596e-16
43,43,43,22.85669489247311,9.113278046113189e-05,0.0073137852487890065,0.0016439999323313369,2.072092190054544e-18
44,44,44,26.354893817204278,9.113278046113189e-05,0.00773371439244037,0.0043321741329992456,6.5289649608612274e-21
45,45,45,20.90325,0.0001366991706916978,0.012685871779397858,0.005695308559517907,3.4349572447403916e-07
46,46,46,20.186241935483853,0.00018226556092226372,0.013490669148500634,0.00019118344100201785,8.52101717917883e-14
47,47,47,28.053588709677427,4.556639023056594e-05,0.015485715616327387,0.0,1.1102160793637102e-05
48,48,48,43.85913844086024,9.113278046113189e-05,0.017172426150977443,0.14602106364270173,1.895311628106703e-11
49,49,49,28.231836021505384,9.113278046113189e-05,0.011872797789688205,0.00018225725536013464,1.3308411399361905e-21
50,50,50,17.677479838709687,0.00022783195115282968,0.014932187348397066,0.001996812446946034,4.6449861703733903e-07
51,51,51,46.9816962365591,9.113278046113189e-05,0.011434573720071256,0.001626421512653264,4.610582278406694e-16
52,52,52,50.44888844086022,9.113278046113189e-05,0.010919586840967407,0.0009109540543155107,4.1282279572730195e-18
53,53,53,21.275603494623663,9.113278046113189e-05,0.013618959557659968,0.0002728918100271419,6.966574728533903e-13
54,54,54,41.4522459677419,0.0001366991706916978,0.012533566955153064,0.0036231733376345093,1.2068289521723566e-17
55,55,55,21.806525537634425,9.113278046113189e-05,0.015540533842051072,0.0003644812884717531,7.675385833550094e-12
56,56,56,37.65088306451617,9.113278046113189e-05,0.011384480669311598,0.0026344455372096665,3.625648786282699e-19
57,57,57,17.866255376344093,9.113278046113189e-05,0.015008880448036896,0.0006377550464232128,1.781808468460229e-13
58,58,58,26.02005510752686,9.113278046113189e-05,0.00853155481813591,0.0010200732078777294,4.084013255626316e-19
59,59,59,24.49400806451612,9.113278046113189e-05,0.015747014517877734,0.0020030025852930877,1.1030426603016953e-15
60,60,60,23.559138440860238,9.113278046113189e-05,0.013473152230167066,2.494648963873543e-06,2.8781438044338406e-12
61,61,61,22.758735215053782,9.113278046113189e-05,0.008948613364529387,0.00018673703601816498,8.932218496211715e-19
62,62,62,35.19926881720428,0.00018226556092226372,0.013601133407125442,7.495896991849613e-05,1.0593121339569244e-12
63,63,63,24.21451612903224,0.00018226556092226372,0.013767611796759284,0.0007469266368835253,2.3316595653837717e-12
64,64,64,21.19918279569892,9.113278046113189e-05,0.010566074072290895,0.010201126445945723,2.9296255080766763e-22
65,65,65,23.939994623655892,9.113278046113189e-05,0.01483444245789664,0.0031243075702878545,4.225841373264918e-15
66,66,66,23.800510752688183,0.0002733983413833956,0.01486428365816076,0.0018158775509658101,4.371834019407992e-05
67,67,67,18.01592473118281,0.0002733983413833956,0.014682820043461041,0.00590457828526969,5.0686578341594805e-05
68,68,68,27.821793010752703,9.113278046113189e-05,0.010887489656239892,0.00025525070360732534,1.2257305485531616e-16
69,69,69,21.842817204301056,0.0001366991706916978,0.012835254196050815,0.013569445580920674,2.3127482694263815e-10
70,70,70,19.863151881720427,0.00018226556092226372,0.012993995028816992,0.013656052424174768,8.66838660563977e-10
71,71,71,22.31686693548389,9.113278046113189e-05,0.009992610040055132,0.008420452582925274,2.773120180772349e-12
72,72,72,13.43884811827959,0.00022783195115282968,0.013619314528840977,0.00025782508007813644,2.3181012797351688e-07
73,73,73,16.374850806451608,0.0002733983413833956,0.013502031826305768,0.0006610308404253918,1.4534347137440468e-07
74,74,74,22.11885349462367,0.0001366991706916978,0.01601279505942596,0.0004539727980097361,1.0316747838662926e-07
75,75,75,26.580229838709677,9.113278046113189e-05,0.011991674785517535,0.002112019093325968,1.9156943116668853e-16
76,76,76,26.95174059139781,9.113278046113189e-05,0.008605056303793854,0.00045558084668436864,6.783375131678451e-23
77,77,77,17.203337365591413,0.00018226556092226372,0.010291786642155713,0.0002182372477974812,8.295530383622398e-11
78,78,78,20.084325268817206,0.0002733983413833956,0.01037699716767461,0.002749838646891284,1.3448083310702553e-10
79,79,79,32.88528763440858,9.113278046113189e-05,0.014790572475894388,0.0033331792009371514,1.5265528413335405e-14
80,80,80,21.14491397849465,0.00018226556092226372,0.014413862949423406,0.002945329045539973,5.842101491674172e-14
81,81,81,24.015596774193558,0.00018226556092226372,0.014219025867794027,0.0012060672455269758,9.619832038331005e-14
82,82,82,20.586849462365574,9.113278046113189e-05,0.011403908070346098,9.113278046113186e-05,5.91398746115529e-22
83,83,83,20.54919758064518,0.0001366991706916978,0.013717158761767968,2.595810887070846e-05,4.5809832702343044e-07
84,84,84,29.22429435483873,0.0001366991706916978,0.01435107894662845,0.0005111445051049464,3.939970910723663e-11
85,85,85,20.578564516129035,9.113278046113189e-05,0.013820786977501071,0.002072657611168999,2.039620846406885e-08
86,86,86,20.850020161290328,0.0002733983413833956,0.01520331471886753,0.002159596768233669,1.8794529881598218e-05
87,87,87,35.21682795698924,0.00022783195115282968,0.015013069565937174,0.0005882000828779197,1.601589804250272e-05
88,88,88,36.148080645161315,9.113278046113189e-05,0.01580140316114465,0.012564913203914849,0.0006694914404161135
89,89,89,27.648715053763407,9.113278046113189e-05,0.010198320293058814,0.0028023660290827984,1.5621236500000848e-19
90,90,90,13.670276881720447,0.0002733983413833956,0.015045872565997946,0.0006322824565635247,0.00021072433805772412
91,91,91,20.840033602150527,0.0002733983413833956,0.015006776503925722,0.0005400169103513788,0.00017725499533856751
92,92,92,34.53326747311829,0.00018226556092226372,0.0141924510853222,0.003850877310553022,3.2869271909472528e-15
93,93,93,28.221576612903217,0.00018226556092226372,0.014096177216425712,0.006458225504012764,1.7831358161255617e-15
94,94,94,21.956677419354822,9.113278046113189e-05,0.009405683868562149,0.0008546361363911678,2.178426472958297e-21
95,95,95,19.032697580645184,0.00022783195115282968,0.013963517717175458,0.00025588003938749397,1.4540683231732854e-05
96,96,96,47.537408602150485,0.0001366991706916978,0.012777964096401256,0.01053077455860984,3.0221993503687603e-14
97,97,97,22.686810483870968,4.556639023056594e-05,0.01073789906883734,0.0,8.013505811287795e-13
98,98,98,39.80043279569893,0.00018226556092226372,0.011659103248887269,0.00010354181885914288,2.5153084594184215e-11
99,99,99,33.061694892473085,0.00018226556092226372,0.011659512070724245,0.00032008553087047747,4.2659339708676964e-11
100,100,100,37.59229973118279,0.00018226556092226372,0.012491803427988559,9.896223773502042e-05,4.011253633070107e-10
101,101,101,19.517400537634387,0.00018226556092226372,0.012496106710578986,0.0005033245523134208,7.99418491073403e-10
102,102,102,24.821063172042994,0.0001366991706916978,0.014270832385022454,0.0012596197604832348,1.0550749245797705e-14
103,103,103,18.62731720430104,9.113278046113189e-05,0.012036793778997095,7.837767636966606e-06,2.428640270869934e-09
104,104,104,25.145361559139786,0.0001366991706916978,0.01104137926176813,0.0005929957872375537,2.949802395085905e-19
105,105,105,39.05300134408602,0.00018226556092226372,0.011164521789029914,0.0009567071497367004,5.798660360548296e-19
106,106,106,14.54919758064516,0.00018226556092226372,0.012435290704526704,0.002548355155615734,2.3046852507217755e-11
107,107,107,35.224647849462315,0.0001366991706916978,0.015507129633555206,0.004509987396235999,2.2295331501643589e-13
108,108,108,15.382995967741925,0.00018226556092226372,0.014989382577591878,0.0025688504889927128,5.268378475617885e-10
109,109,109,22.33849462365589,9.113278046113189e-05,0.011439550633016963,0.007083415272894713,1.468053507413734e-14
110,110,110,45.87330510752685,0.0001366991706916978,0.013713918633832249,0.008050423097267645,1.4751583303352474e-13
111,111,111,16.381872311827962,9.113278046113189e-05,0.016506324315502,0.0015808787197193115,1.355094850857635e-07
112,112,112,12.24011693548388,9.113278046113189e-05,0.01377464588941745,0.0003246974517625767,5.184399620406903e-18
113,113,113,13.464517473118287,0.0003189647316139616,0.015938367192498668,0.0007343909839213902,0.3393816791820328
114,114,114,21.284943548387094,9.113278046113189e-05,0.010049533309857252,0.004143621055365419,4.2980443950810155e-11
115,115,115,42.753279569892506,9.113278046113189e-05,0.01731183067126927,0.028087747117991682,7.858780311735662e-14
116,116,116,17.692783602150556,0.0002733983413833956,0.012155768423361498,0.004416864952164527,1.0763576833071238e-05
117,117,117,39.46384811827957,0.00022783195115282968,0.012171746639541924,0.0003751883437378137,1.1089821391309133e-05
118,118,118,16.316181451612902,0.00018226556092226372,0.014470173152837497,0.0006610327566875387,1.1277526522437832e-09
119,119,119,36.11730241935486,0.0001366991706916978,0.010558037453947502,0.00018272989864881022,7.704989637851118e-16
120,120,120,25.79328629032259,9.113278046113189e-05,0.01379390971167674,9.113278046113186e-05,2.1422593947955317e-21
121,121,121,48.61951478494622,0.0001366991706916978,0.01099240158880424,0.002521965458483157,1.1181949428856476e-17
122,122,122,22.059522849462336,9.113278046113189e-05,0.013845323023890216,0.00024670695878780454,9.44851160733494e-08
123,123,123,22.574827956989235,0.0001366991706916978,0.0134215792280482,3.7970934925064644e-05,2.1574808203586352e-07
124,124,124,32.205766129032256,0.00018226556092226372,0.009961716432883015,0.00041634779307948665,8.11648505506194e-17
125,125,125,11.29795026881721,9.113278046113189e-05,0.014951526423719691,0.00031607483580649754,1.198924756511259e-13
